frame,time_sec,hand,normalized_distance,head_scale_px,head_source,wrist_x,wrist_y,head_cx,head_cy,c0_x,c0_y,c4_x,c4_y,c8_x,c8_y,c12_x,c12_y,c16_x,c16_y,c20_x,c20_y
5812,193.733,Left,0.7932,176.30,ear,1015.59,452.62,681.50,290.58,1015.59,452.62,814.82,332.76,840.05,188.51,882.93,154.67,942.32,152.59,1033.18,181.89
5813,193.767,Right,0.9891,176.26,ear,329.37,431.48,681.71,294.20,329.37,431.48,525.55,371.72,474.95,175.24,432.07,137.76,386.98,136.73,305.76,170.51
5813,193.767,Left,0.7907,176.26,ear,1008.05,453.71,681.71,294.20,1008.05,453.71,813.37,339.90,835.15,192.50,880.70,160.45,936.24,164.96,1009.44,202.04
5814,193.800,Right,0.9720,175.14,ear,338.75,432.95,681.15,296.48,338.75,432.95,528.70,372.23,479.92,187.76,419.72,145.75,367.74,163.20,314.42,194.95
5814,193.800,Left,0.7908,175.14,ear,1002.32,454.58,681.15,296.48,1002.32,454.58,811.64,342.89,838.94,200.04,882.22,167.15,934.28,170.50,1002.86,207.96
5815,193.833,Right,0.9835,175.11,ear,343.56,437.43,679.78,295.02,343.56,437.43,529.67,379.44,484.86,197.91,429.83,156.99,387.17,161.18,315.86,196.00
5815,193.833,Left,0.8007,175.11,ear,997.28,454.31,679.78,295.02,997.28,454.31,810.41,345.97,835.76,202.72,878.75,169.90,933.76,174.42,998.14,211.18
5816,193.867,Right,0.9921,174.54,ear,340.83,440.72,679.35,295.22,340.83,440.72,531.01,384.55,488.97,205.43,436.10,165.35,386.21,167.22,318.91,201.48
5816,193.867,Left,0.8012,174.54,ear,994.10,453.85,679.35,295.22,994.10,453.85,809.37,346.70,837.05,203.92,878.39,172.06,931.67,177.23,996.84,213.16
5817,193.900,Right,1.0032,174.24,ear,341.71,442.37,679.16,295.35,341.71,442.37,531.65,389.12,487.61,209.30,435.24,172.05,387.06,177.82,325.44,211.12
5817,193.900,Left,0.8092,174.24,ear,994.31,453.15,679.16,295.35,994.31,453.15,810.21,347.35,838.54,204.95,879.54,172.92,931.87,178.30,1001.27,216.21
5818,193.933,Right,0.9977,175.15,ear,343.59,442.20,679.46,295.36,343.59,442.20,533.10,390.84,491.49,210.31,436.75,172.42,396.17,178.84,325.50,210.17
5818,193.933,Left,0.8008,175.15,ear,993.66,452.07,679.46,295.36,993.66,452.07,809.42,348.12,841.08,205.23,882.27,174.29,933.44,178.34,1001.14,217.68
5819,193.967,Right,0.9846,177.09,ear,344.14,443.01,678.43,296.09,344.14,443.01,532.64,391.73,494.37,209.98,437.71,175.05,395.04,180.86,328.23,211.20
5819,193.967,Left,0.7982,177.09,ear,995.26,452.99,678.43,296.09,995.26,452.99,810.46,346.57,847.39,204.14,887.52,174.77,937.07,177.87,1006.18,216.81
5820,194.000,Right,0.9793,177.92,ear,344.42,442.06,678.80,294.83,344.42,442.06,532.88,390.05,495.58,210.47,436.05,177.28,393.86,183.38,328.97,212.95
5820,194.000,Left,0.8048,177.92,ear,996.44,451.35,678.80,294.83,996.44,451.35,813.38,343.74,850.11,198.96,891.89,171.54,941.76,175.47,1009.26,216.66
5821,194.033,Right,0.9613,178.98,ear,344.56,440.68,678.49,295.20,344.56,440.68,533.77,388.25,495.56,208.51,437.36,171.01,391.69,181.96,333.55,209.21
5821,194.033,Left,0.8167,178.98,ear,997.86,448.70,678.49,295.20,997.86,448.70,816.58,343.17,852.52,197.02,894.91,168.76,946.84,171.80,1017.01,213.83
5822,194.067,Right,0.9511,179.86,ear,345.16,438.38,677.73,295.24,345.16,438.38,532.85,386.21,497.32,205.57,442.52,164.02,396.75,175.78,332.15,206.06
5822,194.067,Left,0.8242,179.86,ear,998.88,445.96,677.73,295.24,998.88,445.96,817.92,343.44,854.81,191.57,897.09,162.77,952.30,166.01,1017.80,209.18
5823,194.100,Right,0.9347,180.48,ear,341.47,436.44,677.17,295.45,341.47,436.44,533.52,383.91,499.51,203.58,440.75,162.29,390.37,173.01,327.84,202.30
5823,194.100,Left,0.8295,180.48,ear,1004.91,448.35,677.17,295.45,1004.91,448.35,820.00,340.32,856.87,187.92,899.74,159.69,957.04,163.59,1023.46,204.77
5824,194.133,Right,0.9281,181.17,ear,340.47,434.16,677.87,295.15,340.47,434.16,533.43,381.22,498.75,200.70,442.89,159.81,396.41,166.93,329.61,194.05
5824,194.133,Left,0.8398,181.17,ear,1009.72,450.32,677.87,295.15,1009.72,450.32,823.07,340.57,860.53,184.27,905.89,158.87,959.59,159.28,1026.44,203.10
5825,194.167,Right,0.9310,178.99,ear,338.13,433.02,678.06,295.18,338.13,433.02,534.17,379.22,497.12,196.70,441.29,156.83,390.25,163.74,323.97,188.68
5825,194.167,Left,0.8543,178.99,ear,1011.41,450.91,678.06,295.18,1011.41,450.91,824.28,339.91,860.25,181.19,906.65,153.36,962.56,157.52,1028.00,201.72
5826,194.200,Right,0.9423,178.63,ear,335.01,432.03,678.21,295.18,335.01,432.03,530.70,376.28,496.01,192.64,439.53,151.87,388.96,160.29,322.38,187.01
5826,194.200,Left,0.8669,178.63,ear,1013.00,454.08,678.21,295.18,1013.00,454.08,826.54,339.65,865.85,180.76,914.00,151.76,966.97,157.18,1033.27,203.05
5827,194.233,Right,0.9394,178.64,ear,336.09,431.94,677.94,295.06,336.09,431.94,529.60,373.55,495.57,190.21,438.99,149.55,386.71,159.26,321.95,186.94
5827,194.233,Left,0.8729,178.64,ear,1013.30,454.24,677.94,295.06,1013.30,454.24,827.48,339.32,869.88,178.42,912.88,146.72,969.20,153.08,1038.26,202.46
5828,194.267,Right,0.9233,178.96,ear,335.26,430.56,677.90,294.70,335.26,430.56,532.85,373.81,494.03,189.31,439.46,147.19,391.61,156.29,320.96,183.52
5828,194.267,Left,0.8816,178.96,ear,1015.54,454.27,677.90,294.70,1015.54,454.27,829.49,338.39,872.67,177.53,916.77,146.49,973.73,150.70,1041.65,201.59
5829,194.300,Right,0.9182,180.36,ear,332.72,428.90,677.77,295.55,332.72,428.90,531.48,373.15,494.11,187.91,436.76,144.90,389.55,152.72,318.92,180.02
5829,194.300,Left,0.8871,180.36,ear,1015.96,456.18,677.77,295.55,1015.96,456.18,831.07,341.34,874.79,178.01,914.90,146.29,975.52,150.28,1044.43,200.53
5830,194.333,Right,0.9354,179.21,ear,331.20,427.27,678.26,296.31,331.20,427.27,527.73,370.09,493.88,187.99,435.70,142.62,389.55,149.22,317.88,178.77
5830,194.333,Left,0.8897,179.21,ear,1017.00,457.47,678.26,296.31,1017.00,457.47,830.79,342.76,876.05,176.97,915.66,145.25,977.59,151.02,1046.79,201.49
5831,194.367,Right,0.9290,179.48,ear,331.40,426.63,678.24,295.88,331.40,426.63,528.27,368.73,492.75,187.24,435.26,143.24,384.97,152.00,320.67,179.85
5831,194.367,Left,0.9063,179.48,ear,1016.96,459.39,678.24,295.88,1016.96,459.39,833.95,342.95,877.20,179.53,917.92,148.10,977.70,152.62,1045.47,203.66
5832,194.400,Right,0.9259,179.23,ear,330.84,426.09,678.46,295.23,330.84,426.09,529.95,369.27,492.78,186.88,434.85,143.50,384.22,151.73,320.20,178.89
5832,194.400,Left,0.9109,179.23,ear,1016.46,459.32,678.46,295.23,1016.46,459.32,833.93,345.06,875.61,179.87,917.32,150.58,976.49,156.44,1042.93,206.32
5833,194.433,Right,0.9287,179.38,ear,329.12,424.59,678.67,295.46,329.12,424.59,528.63,367.83,492.92,187.22,435.42,143.56,385.68,150.52,320.06,177.79
5833,194.433,Left,0.9002,179.38,ear,1016.15,458.76,678.67,295.46,1016.15,458.76,832.39,344.96,874.52,181.03,918.29,149.55,976.86,156.85,1045.75,206.93
5834,194.467,Right,0.9215,178.81,ear,329.62,423.24,678.43,295.65,329.62,423.24,529.98,367.16,493.41,188.16,435.36,143.79,381.84,152.40,321.59,177.96
5834,194.467,Left,0.8954,178.81,ear,1016.72,458.10,678.43,295.65,1016.72,458.10,830.65,345.27,876.39,182.81,919.14,151.98,975.91,157.92,1045.53,206.80
5835,194.500,Right,0.9122,181.39,ear,333.33,422.83,679.90,293.80,333.33,422.83,531.33,366.68,495.16,188.44,438.88,143.94,388.41,149.65,323.67,177.99
5835,194.500,Left,0.8757,181.39,ear,1014.99,458.09,679.90,293.80,1014.99,458.09,829.75,346.51,874.83,184.02,917.17,153.67,975.40,158.86,1043.85,208.63
5836,194.533,Right,0.9137,181.14,ear,332.60,422.86,679.88,294.00,332.60,422.86,531.57,367.47,496.38,186.74,438.03,142.51,389.18,151.65,320.84,177.65
5836,194.533,Left,0.8593,181.14,ear,1014.22,458.34,679.88,294.00,1014.22,458.34,826.41,346.48,873.09,183.43,916.54,151.86,974.06,158.25,1043.79,210.27
5837,194.567,Right,0.8866,181.98,ear,333.12,423.16,680.09,293.91,333.12,423.16,535.36,365.24,498.85,185.97,437.98,140.70,386.67,148.59,323.64,176.60
5837,194.567,Left,0.8429,181.98,ear,1015.47,458.76,680.09,293.91,1015.47,458.76,824.36,346.03,873.77,182.40,917.24,151.61,973.59,157.74,1043.20,207.93
5838,194.600,Right,0.8938,180.35,ear,333.45,422.37,681.21,293.29,333.45,422.37,536.46,364.25,501.00,182.51,441.00,136.09,384.69,145.93,328.21,171.69
5838,194.600,Left,0.8388,180.35,ear,1016.05,458.41,681.21,293.29,1016.05,458.41,822.59,347.11,871.10,181.40,915.57,151.48,972.11,157.43,1041.44,206.87
5839,194.633,Right,0.8805,180.02,ear,333.67,420.91,681.64,293.41,333.67,420.91,539.12,362.77,503.98,178.48,443.13,132.25,390.23,141.22,327.73,168.56
5839,194.633,Left,0.8285,180.02,ear,1017.88,458.84,681.64,293.41,1017.88,458.84,821.25,345.91,869.68,181.51,913.35,150.97,970.05,156.50,1042.56,204.71
5840,194.667,Right,0.8776,178.39,ear,331.43,418.80,682.31,293.40,331.43,418.80,541.14,361.07,506.64,173.74,444.29,125.22,386.53,132.64,326.29,162.63
5840,194.667,Left,0.8393,178.39,ear,1019.75,456.80,682.31,293.40,1019.75,456.80,823.16,344.17,870.59,178.75,915.13,147.13,973.15,151.74,1045.89,203.08
5841,194.700,Right,0.8627,178.41,ear,329.62,414.61,682.93,292.60,329.62,414.61,543.11,356.91,507.89,169.34,448.28,115.05,389.17,129.15,324.93,153.70
5841,194.700,Left,0.8296,178.41,ear,1023.63,454.42,682.93,292.60,1023.63,454.42,823.21,339.82,871.26,172.03,921.29,141.72,977.42,146.57,1055.16,201.70
5842,194.733,Right,0.8482,178.20,ear,326.31,411.31,682.35,293.16,326.31,411.31,543.28,352.40,512.74,160.65,448.59,104.82,396.86,117.15,324.83,145.68
5842,194.733,Left,0.8645,178.20,ear,1032.87,450.43,682.35,293.16,1032.87,450.43,830.61,335.05,873.99,162.53,926.92,130.50,990.03,136.96,1064.95,187.40
5843,194.767,Right,0.8367,178.85,ear,324.24,408.22,682.99,294.58,324.24,408.22,543.36,348.41,512.96,152.60,450.63,93.39,393.31,102.39,319.87,132.15
5843,194.767,Left,0.8842,178.85,ear,1045.33,452.78,682.99,294.58,1045.33,452.78,837.76,327.10,888.40,144.45,949.65,113.82,1020.64,126.12,1086.49,179.52
5844,194.800,Right,0.8292,180.26,ear,314.59,403.85,683.37,294.99,314.59,403.85,541.64,342.47,511.46,141.87,445.95,81.94,388.63,86.20,311.57,117.18
5844,194.800,Left,0.8917,180.26,ear,1055.75,453.77,683.37,294.99,1055.75,453.77,841.43,324.18,901.12,138.55,957.99,105.14,1025.39,118.61,1100.13,183.11
5845,194.833,Right,0.8356,180.59,ear,304.52,400.90,683.16,295.09,304.52,400.90,537.42,334.25,504.81,130.55,446.08,68.98,387.79,82.36,297.48,105.84
5845,194.833,Left,0.9124,180.59,ear,1073.05,453.28,683.16,295.09,1073.05,453.28,846.05,319.95,914.54,127.05,975.58,92.34,1048.83,111.23,1117.37,171.52
5846,194.867,Right,0.8482,179.03,ear,292.57,401.43,683.89,292.69,292.57,401.43,536.24,328.13,499.18,117.43,429.32,51.90,367.59,52.43,278.13,91.49
5846,194.867,Left,0.9711,179.03,ear,1093.65,453.51,683.89,292.69,1093.65,453.51,856.31,314.90,931.20,123.54,990.03,85.27,1064.90,96.37,1146.61,157.08
5847,194.900,Right,0.8609,179.15,ear,283.16,401.84,683.87,292.54,283.16,401.84,534.11,329.40,492.45,104.97,417.91,41.94,344.77,45.07,257.12,81.31
5847,194.900,Left,1.0517,179.15,ear,1103.64,451.01,683.87,292.54,1103.64,451.01,871.43,310.43,952.72,104.69,1024.73,72.65,1094.08,92.35,1160.02,150.55
5848,194.933,Right,0.8571,178.44,ear,269.04,407.12,685.06,291.70,269.04,407.12,537.12,330.52,483.96,93.06,409.43,36.95,330.70,34.66,244.93,72.46
5848,194.933,Left,1.0965,178.44,ear,1118.14,458.07,685.06,291.70,1118.14,458.07,879.76,311.04,969.99,97.33,1047.79,59.85,1124.79,104.18,1197.76,160.05
5849,194.967,Right,0.9382,177.02,ear,255.06,412.29,686.76,291.10,255.06,412.29,525.73,331.74,478.31,87.54,402.93,32.74,321.04,17.90,223.69,66.62
5849,194.967,Left,1.2020,177.02,ear,1143.29,466.66,686.76,291.10,1143.29,466.66,898.24,314.55,991.35,91.67,1064.89,70.66,1134.34,81.28,1218.57,151.62
5850,195.000,Right,1.0198,174.83,ear,243.90,424.08,689.23,290.43,243.90,424.08,516.85,335.94,469.77,85.14,389.40,19.41,314.47,17.60,206.63,60.94
5850,195.000,Left,1.2901,174.83,ear,1171.11,474.46,689.23,290.43,1171.11,474.46,913.09,318.06,1012.06,84.30,1078.86,45.09,1167.82,67.90,1253.61,143.34
5851,195.033,Right,1.0720,173.96,ear,229.24,435.34,689.35,287.24,229.24,435.34,510.48,339.98,462.81,87.99,393.83,27.56,300.41,7.01,190.32,50.59
5851,195.033,Left,1.3616,173.96,ear,1182.38,492.98,689.35,287.24,1182.38,492.98,923.60,322.24,1032.79,79.44,1115.24,34.91,1209.88,73.05,1260.46,296.85
5852,195.067,Right,1.1342,175.91,ear,206.36,444.61,687.12,287.37,206.36,444.61,496.76,347.16,454.38,91.97,363.92,24.39,282.35,3.41,167.51,49.78
5852,195.067,Left,1.4469,175.91,ear,1206.58,501.10,687.12,287.37,1206.58,501.10,937.29,334.25,1065.46,77.64,1145.35,29.70,1233.95,63.94,1303.53,151.60
5853,195.100,Right,1.2012,174.21,ear,196.96,452.47,687.18,287.30,196.96,452.47,488.31,352.43,445.39,86.97,348.50,19.76,272.16,1.84,145.48,49.68
5853,195.100,Left,1.5511,174.21,ear,1225.09,509.41,687.18,287.30,1225.09,509.41,951.67,342.70,1086.15,82.78,1176.27,31.92,1264.65,59.59,1320.62,135.50
5854,195.133,Right,1.2373,172.01,ear,185.34,466.38,685.13,287.77,185.34,466.38,484.65,359.19,435.88,82.34,336.84,20.90,253.66,0.85,128.15,42.13
5854,195.133,Left,1.6956,172.01,ear,1240.32,536.48,685.13,287.77,1240.32,536.48,969.50,352.55,1112.51,106.64,1204.69,80.29,1274.87,99.54,1339.22,164.35
5855,195.167,Right,1.3062,171.51,ear,168.08,478.59,684.91,287.83,168.08,478.59,476.24,369.34,431.54,89.80,330.47,27.53,245.10,5.40,114.88,47.32
5855,195.167,Left,1.7711,171.51,ear,1242.15,548.31,684.91,287.83,1242.15,548.31,979.26,362.86,1125.78,94.69,1230.68,31.96,1286.45,83.22,1340.83,161.94
5856,195.200,Right,1.3364,169.46,ear,160.76,487.65,683.62,288.54,160.76,487.65,474.77,376.09,428.34,91.29,322.13,16.04,232.62,3.42,104.22,46.87
5856,195.200,Left,1.9325,169.46,ear,1249.12,556.33,683.62,288.54,1249.12,556.33,1000.74,370.28,1134.00,103.83,1244.01,66.34,1290.65,193.42,1335.07,245.88
5857,195.233,Right,1.3749,168.76,ear,148.31,497.19,683.32,290.54,148.31,497.19,472.20,386.82,419.25,96.66,316.80,19.22,226.45,3.93,97.50,50.93
5857,195.233,Left,1.9364,168.76,ear,1265.38,550.58,683.32,290.54,1265.38,550.58,997.81,379.39,1140.58,92.61,1251.57,32.98,1309.55,84.11,1358.63,152.03
5858,195.267,Right,1.3901,167.56,ear,140.53,504.81,683.76,291.32,140.53,504.81,476.56,397.74,420.05,98.45,306.77,22.75,231.46,11.28,90.69,50.80
5858,195.267,Left,1.9762,167.56,ear,1275.55,577.75,683.76,291.32,1275.55,577.75,1001.60,384.21,1167.06,92.77,1251.72,89.14,1326.75,123.36,1388.70,194.42
5859,195.300,Right,1.3849,167.36,ear,136.69,506.13,683.67,291.70,136.69,506.13,479.36,401.13,415.32,99.45,305.77,5.27,220.39,3.82,84.34,55.26
5859,195.300,Left,2.0002,167.36,ear,1288.52,585.61,683.67,291.70,1288.52,585.61,1005.86,382.60,1183.63,95.16,1283.75,123.12,1352.06,157.41,1419.25,228.58
5860,195.333,Right,1.3932,168.21,ear,136.26,509.06,683.58,291.92,136.26,509.06,477.19,402.90,415.60,101.19,308.48,7.95,219.74,7.75,82.07,56.11
5860,195.333,Left,2.0615,168.21,ear,1296.12,570.25,683.58,291.92,1296.12,570.25,1016.74,388.08,1196.42,94.38,1283.57,400.38,1345.79,394.41,1411.56,391.55
5861,195.367,Right,1.3829,168.54,ear,135.82,509.68,683.67,291.89,135.82,509.68,478.98,403.35,415.49,102.28,300.91,8.77,218.99,6.56,82.11,55.75
5861,195.367,Left,2.0405,168.54,ear,1287.14,568.60,683.67,291.89,1287.14,568.60,1015.27,383.07,1203.75,88.09,1341.02,207.56,1409.00,249.11,1455.00,309.95
5862,195.400,Right,1.3689,168.08,ear,136.45,510.53,683.74,292.44,136.45,510.53,480.81,400.88,417.46,103.65,303.43,12.30,223.48,11.40,82.85,56.92
5862,195.400,Left,2.0446,168.08,ear,1306.78,567.15,683.74,292.44,1306.78,567.15,1016.42,378.63,1198.63,87.04,1326.53,140.92,1394.85,175.49,1449.62,250.85
5863,195.433,Right,1.3324,169.01,ear,138.28,510.36,683.86,292.50,138.28,510.36,485.45,399.02,416.36,104.92,307.44,8.48,225.12,11.77,86.62,59.61
5863,195.433,Left,1.9903,169.01,ear,1282.82,563.50,683.86,292.50,1282.82,563.50,1008.94,378.98,1202.47,88.51,1328.38,158.30,1394.25,191.56,1440.85,255.86
5864,195.467,Right,1.3202,171.20,ear,139.43,511.79,684.90,292.56,139.43,511.79,485.99,399.89,423.24,104.39,311.12,7.78,228.80,7.78,91.48,58.10
5864,195.467,Left,1.9728,171.20,ear,1297.41,553.04,684.90,292.56,1297.41,553.04,1012.72,373.81,1197.21,85.84,1305.30,130.28,1379.73,186.68,1428.60,254.92
5865,195.500,Right,1.3246,171.12,ear,141.75,510.76,684.82,292.53,141.75,510.76,484.61,398.79,425.33,103.38,318.44,2.08,227.35,-1.89,91.79,58.05
5865,195.500,Left,1.9039,171.12,ear,1283.40,538.22,684.82,292.53,1283.40,538.22,1000.92,371.40,1191.16,84.95,1307.59,150.66,1364.47,174.22,1410.64,225.93
5866,195.533,Right,1.3134,171.14,ear,143.94,510.94,684.95,291.41,143.94,510.94,487.24,398.35,425.93,104.89,319.64,-1.40,231.39,-5.90,98.80,60.89
5866,195.533,Left,1.8931,171.14,ear,1269.26,542.73,684.95,291.41,1269.26,542.73,999.87,367.58,1185.82,84.22,1271.90,100.99,1341.72,148.82,1388.15,205.66
5867,195.567,Right,1.3193,167.77,ear,146.91,512.95,686.14,291.38,146.91,512.95,491.82,397.34,430.95,107.35,324.09,-2.62,233.75,-9.92,98.91,57.44
5867,195.567,Left,1.9161,167.77,ear,1275.90,534.19,686.14,291.38,1275.90,534.19,998.68,366.57,1186.57,77.93,1297.58,101.48,1373.42,164.13,1416.30,236.38
5868,195.600,Right,1.3158,167.33,ear,145.67,510.60,686.10,291.95,145.67,510.60,492.29,396.40,434.12,107.21,325.41,6.51,232.63,-5.18,99.67,55.03
5868,195.600,Left,1.9041,167.33,ear,1261.09,536.84,686.10,291.95,1261.09,536.84,995.73,367.03,1186.66,85.60,1334.14,242.84,1379.35,292.53,1414.17,308.84
5869,195.633,Right,1.3153,168.00,ear,147.36,509.42,686.33,291.77,147.36,509.42,491.68,396.35,433.03,107.20,319.60,5.03,232.42,-4.41,100.62,57.09
5869,195.633,Left,1.8892,168.00,ear,1272.05,538.11,686.33,291.77,1272.05,538.11,994.27,368.58,1177.15,77.77,1276.30,77.48,1351.89,128.44,1397.48,195.52
5870,195.667,Right,1.3273,167.56,ear,145.99,508.37,686.16,291.89,145.99,508.37,491.02,398.57,432.25,104.94,318.17,5.76,232.88,-2.76,101.33,54.96
5870,195.667,Left,1.8822,167.56,ear,1267.65,538.18,686.16,291.89,1267.65,538.18,992.62,366.39,1168.82,84.60,1264.01,81.12,1351.61,136.02,1407.51,215.54
5871,195.700,Right,1.3324,167.13,ear,146.93,506.14,686.17,291.62,146.93,506.14,489.97,396.95,433.25,106.30,320.54,3.26,231.50,-3.80,101.03,54.95
5871,195.700,Left,1.8641,167.13,ear,1263.78,530.85,686.17,291.62,1263.78,530.85,988.32,367.59,1160.35,81.60,1254.87,54.71,1312.02,99.52,1354.98,167.41
5872,195.733,Right,1.3268,166.80,ear,150.67,502.35,685.66,291.76,150.67,502.35,488.07,391.44,433.31,105.59,322.55,3.21,237.57,-4.75,104.28,54.71
5872,195.733,Left,1.8687,166.80,ear,1252.92,528.01,685.66,291.76,1252.92,528.01,986.53,373.18,1154.93,87.08,1261.24,32.71,1298.25,75.56,1340.60,149.04
5873,195.767,Right,1.3263,166.97,ear,157.60,497.43,685.39,292.92,157.60,497.43,486.09,389.50,433.22,104.33,328.73,-6.48,248.10,-5.99,112.25,58.52
5873,195.767,Left,1.8444,166.97,ear,1250.63,538.30,685.39,292.92,1250.63,538.30,982.35,374.49,1145.63,93.18,1251.15,33.23,1264.03,104.11,1290.86,159.79
5874,195.800,Right,1.2869,166.87,ear,166.11,485.42,685.44,292.83,166.11,485.42,489.86,381.50,439.22,103.75,338.14,9.28,262.71,2.16,128.49,61.81
5874,195.800,Left,1.7672,166.87,ear,1241.13,555.54,685.44,292.83,1241.13,555.54,968.27,376.32,1126.87,100.87,1230.66,38.41,1266.35,107.59,1329.52,172.36
5875,195.833,Right,1.2518,167.15,ear,177.39,475.81,684.89,293.77,177.39,475.81,490.76,371.84,446.50,104.21,348.10,15.61,273.52,8.10,145.26,69.39
5875,195.833,Left,1.6260,167.15,ear,1247.09,568.86,684.89,293.77,1247.09,568.86,945.42,371.13,1094.78,108.41,1185.07,62.17,1249.85,82.81,1309.90,145.20
5876,195.867,Right,1.2230,167.71,ear,193.44,462.12,684.52,289.86,193.44,462.12,496.46,371.78,459.50,103.57,375.83,22.34,289.38,15.18,165.63,75.30
5876,195.867,Left,1.5112,167.71,ear,1215.46,569.01,684.52,289.86,1215.46,569.01,924.88,370.24,1059.41,103.56,1144.88,67.82,1234.02,97.17,1302.00,164.51
5877,195.900,Right,1.1820,171.78,ear,207.07,450.13,685.91,289.77,207.07,450.13,497.81,366.19,472.47,107.38,410.14,172.44,318.85,42.32,186.12,82.28
5877,195.900,Left,1.3826,171.78,ear,1185.78,576.31,685.91,289.77,1185.78,576.31,908.36,372.96,1019.36,117.35,1094.31,87.35,1183.16,114.41,1254.95,181.05
5878,195.933,Right,1.1552,171.12,ear,223.22,439.14,686.77,288.85,223.22,439.14,501.85,358.71,479.93,107.58,392.78,28.60,308.56,21.99,199.65,86.59
5878,195.933,Left,1.2439,171.12,ear,1168.53,557.36,686.77,288.85,1168.53,557.36,884.23,368.34,982.10,133.74,1060.16,90.04,1135.35,116.42,1221.75,172.79
5879,195.967,Right,1.1500,171.34,ear,232.20,434.65,687.37,286.70,232.20,434.65,503.03,356.32,487.06,107.16,414.63,40.91,329.19,29.21,225.49,91.44
5879,195.967,Left,1.1269,171.34,ear,1125.13,536.25,687.37,286.70,1125.13,536.25,863.94,364.82,961.99,135.36,1046.70,101.50,1115.18,122.69,1186.80,183.05
5880,196.000,Right,1.1063,172.01,ear,245.57,428.50,687.52,286.42,245.57,428.50,507.69,348.68,485.85,111.42,418.82,44.46,336.23,35.83,243.41,92.36
5880,196.000,Left,1.0335,172.01,ear,1096.88,517.55,687.52,286.42,1096.88,517.55,845.65,367.63,927.61,155.86,995.13,108.07,1064.48,114.13,1142.70,181.82
5881,196.033,Right,1.0488,174.98,ear,255.89,422.40,689.03,287.20,255.89,422.40,514.55,344.06,487.06,119.44,422.16,44.48,351.11,42.53,259.24,100.54
5881,196.033,Left,0.9469,174.98,ear,1078.67,503.04,689.03,287.20,1078.67,503.04,835.00,365.56,899.13,164.46,961.06,119.87,1031.36,131.34,1113.23,193.92
5882,196.067,Right,1.0338,174.87,ear,260.16,415.50,689.12,286.94,260.16,415.50,516.50,340.66,491.44,123.66,421.43,44.56,354.54,45.50,269.94,105.79
5882,196.067,Left,0.9201,174.87,ear,1067.18,490.82,689.12,286.94,1067.18,490.82,829.04,366.37,896.13,169.14,951.36,132.81,1013.48,135.70,1093.76,191.85
5883,196.100,Right,1.0376,175.34,ear,266.93,412.88,691.27,286.91,266.93,412.88,517.23,339.94,490.91,127.10,426.76,56.53,362.59,53.20,278.12,111.47
5883,196.100,Left,0.9005,175.34,ear,1060.65,488.53,691.27,286.91,1060.65,488.53,827.55,366.67,883.63,174.28,931.46,136.59,997.66,142.91,1077.18,194.83
5884,196.133,Right,1.0542,175.20,ear,271.15,411.03,692.49,286.96,271.15,411.03,514.58,336.54,490.73,131.46,426.54,59.77,368.12,61.49,283.84,117.04
5884,196.133,Left,0.8917,175.20,ear,1059.58,485.39,692.49,286.96,1059.58,485.39,827.92,364.86,883.39,177.95,928.19,139.10,991.16,144.53,1071.27,192.76
5885,196.167,Right,1.0786,173.22,ear,272.67,407.03,694.66,287.04,272.67,407.03,513.57,333.01,488.79,134.24,425.83,64.42,373.00,68.45,289.88,119.29
5885,196.167,Left,0.8881,173.22,ear,1058.69,482.32,694.66,287.04,1058.69,482.32,828.55,362.79,884.74,174.26,929.85,137.28,993.06,143.30,1074.95,190.86
5886,196.200,Right,1.0886,173.67,ear,273.02,405.69,693.96,286.45,273.02,405.69,510.70,332.87,486.85,139.01,424.10,67.37,369.10,67.14,289.41,123.13
5886,196.200,Left,0.8868,173.67,ear,1058.87,478.29,693.96,286.45,1058.87,478.29,829.34,359.87,886.00,172.22,934.24,135.03,996.09,139.27,1081.78,190.25
5887,196.233,Right,1.0931,175.71,ear,274.89,403.93,696.11,288.64,274.89,403.93,509.18,332.77,485.96,142.29,426.59,70.18,371.29,69.62,294.18,125.49
5887,196.233,Left,0.8623,175.71,ear,1059.81,477.03,696.11,288.64,1059.81,477.03,830.33,358.92,887.85,171.58,934.42,134.00,1001.21,134.00,1085.85,189.65
5888,196.267,Right,1.1050,175.40,ear,278.26,404.34,695.33,289.06,278.26,404.34,506.51,332.82,485.08,143.64,426.11,78.35,372.14,77.15,293.33,128.92
5888,196.267,Left,0.8688,175.40,ear,1063.94,478.35,695.33,289.06,1063.94,478.35,831.12,358.20,891.20,167.71,943.37,130.14,1009.56,130.24,1088.42,187.88
5889,196.300,Right,1.1004,176.57,ear,280.09,403.38,695.17,288.48,280.09,403.38,506.04,332.97,485.14,146.54,424.24,79.06,370.52,77.65,296.38,130.45
5889,196.300,Left,0.8700,176.57,ear,1064.49,478.59,695.17,288.48,1064.49,478.59,832.27,357.77,892.37,167.32,947.49,129.09,1011.21,128.65,1090.86,188.21
5890,196.333,Right,1.1020,177.14,ear,281.83,403.21,693.67,289.61,281.83,403.21,504.05,335.95,487.43,150.98,427.13,83.37,371.44,81.53,298.43,135.34
5890,196.333,Left,0.8788,177.14,ear,1063.21,480.66,693.67,289.61,1063.21,480.66,833.86,357.30,892.83,164.78,946.08,125.46,1013.15,127.20,1093.37,188.52
